Name;Density (g/cc);E-Modul (GPa);Class
RSP Technology RSA-483 AH Aluminum Super Alloy;2.40;132;NonferrousMetal
RSP Technology RSA-601 T6 Aluminum Super Alloy;2.75;72.0;NonferrousMetal
RSP Technology RSA-453 AH Aluminum Super Alloy;2.50;110;NonferrousMetal
RSP Technology RSA-463 AH Aluminum Super Alloy;2.47;117;NonferrousMetal
RSP Technology RSA-441 T6 Aluminum Super Alloy;2.53;102;NonferrousMetal
RSP Technology RSA-444 T6 Aluminum Super Alloy;2.63;96.0;NonferrousMetal
Vista Metals Duramold-2™ Cast Aluminum Mold Plate;2.80;73.8;NonferrousMetal
Vista Metals Duramold-5™ Cast Aluminum Mold Plate;2.66;69.6;NonferrousMetal
3D Systems LaserForm AlSi7Mg0.6 (A), AS-BUILT Aluminum Alloy Material;2.67;7.1;NonferrousMetal
3D Systems LaserForm AlSi7Mg0.6 (A), AFTER STRESS RELIEF Aluminum Alloy Material;2.67;7.55;NonferrousMetal
3D Systems LaserForm AlSi7Mg0.6 (A), DIRECT AGING Aluminum Alloy Material;2.67;7.35;NonferrousMetal
3D Systems LaserForm AlSi10Mg (A), AS-BUILT Aluminum Alloy Material;2.68;7.1;NonferrousMetal
3D Systems LaserForm AlSi10Mg (A), AFTER STRESS RELIEF Aluminum Alloy Material;2.68;7.3;NonferrousMetal
Beryllium Copper, UNS C17000;8.26;115;NonferrousMetal
Beryllium Copper, UNS C17200, TD01 Temper Strip;8.25;127.5;NonferrousMetal
Copper, Mill-Hardened UNS C17410, 1/2 HT;8.80;138;NonferrousMetal
Copper-Cobalt-Beryllium alloy, UNS C17500, TB00 Temper strip, rod, bar, plate, tubing, forged products;8.75;127.5;NonferrousMetal
Beryllium-Copper Alloy 50C, UNS C81800, As-cast;8.62;110;NonferrousMetal
Beryllium Copper Alloy 10C, UNS C82000 As-cast;8.62;115;NonferrousMetal
Beryllium-Copper Alloy 30C, UNS C82200, As-Cast;8.75;114;NonferrousMetal
Beryllium-Copper Alloy 165C, UNS C82400, As-Cast;8.31;128;NonferrousMetal
Beryllium-Copper Alloy 20C, UNS C82500, As Cast;8.26;128;NonferrousMetal
Beryllium-Copper Casting Alloy 245C, UNS C82600, As-Cast;8.16;130;NonferrousMetal
Ampco Metal AMPCOLOY 83 Beryllium Copper, Extrusion;8.26;131;NonferrousMetal
Ampco Metal AMPCOLOY 88 Beryllium Copper, Extrusion;8.75;130;NonferrousMetal
Ampco Metal AMPCOLOY 89 Beryllium Copper, Extrusion;8.80;135;NonferrousMetal
Materion AlBeMet AM 162 HIP'd Billet, Annealed;2.07;193;NonferrousMetal
Materion AlBeCast™ IC910 Aluminum Beryllium Composite;2.17;192.5;NonferrousMetal
Materion Beryllium Nickel Strip - Alloy 360 Annealed;8.28;202.5;NonferrousMetal
Materion Beryllium Nickel M220C;8.03;186.5;NonferrousMetal
Materion Beryllium Copper Alloy 10C Castings (UNS C82000);8.83;138;NonferrousMetal
Materion Beryllium Copper Alloy 245C Castings (UNS C82600);8.22;131;NonferrousMetal
Materion Alloy 310 Beryllium Copper Strip;8.81;135;NonferrousMetal
Materion Alloy M65 (C17465) Beryllium Copper Rod;8.94;138;NonferrousMetal
IBC Advanced Alloys Beralcast 191 Beryllium-Aluminum Alloy;2.16;202;NonferrousMetal
Bohler-Uddeholm BeCu Alloy 172 Mold Material;8.36;131;NonferrousMetal
Cadi 2 MOLD-MOR™;8.77;131;NonferrousMetal
Bismuth, Bi;9.80;31.7;NonferrousMetal
Indium Corp. Indalloy 257 Bismuth Solder Alloy;9.69;14.3;NonferrousMetal
Alfa Chemistry Materials Bismuth single crystal disc, 10mm (0.39in) dia, 1-3mm (0.04-0.1in) thick, (100) orientation;9.75;32.0;NonferrousMetal
Cobalt, Co;8.80;211;NonferrousMetal
CoCrWNi Alloy, ASTM F90;10.0;227.0;NonferrousMetal
CoCrMoWNi Alloy, ASTM F563;8.80;227.0;NonferrousMetal
Alliance A-5S Alnico Magnetic Material;7.1;150.0;NonferrousMetal
Alliance S-18 Sintered SmCo Magnet;8.40;159;NonferrousMetal
Alliance S-22T Sintered SmCo Magnet;8.40;117;NonferrousMetal
Alliance S-26H Samarium Cobalt Magnetic Material;8.40;133.5;NonferrousMetal
Alliance BCS-4 Samarium Cobalt Compression Bonded Magnet;6.7;29.0;NonferrousMetal
Alliance BCS-5 Samarium Cobalt Compression Bonded Magnet;6.75;29.0;NonferrousMetal
Alliance BCS-9 Samarium Cobalt Compression Bonded Magnet;6.85;29.0;NonferrousMetal
Alliance BCS-11 Samarium Cobalt Compression Bonded Magnet;6.95;29.0;NonferrousMetal
Carpenter MP35N* Ni-Co-Cr-Mo Alloy, 0% Cold Reduction;8.43;233;NonferrousMetal
Carpenter MP35N* Ni-Co-Cr-Mo Alloy, 15% Cold Reduction;8.43;235;NonferrousMetal
Carpenter Hiperco Alloy 50 Fe-Co-V Soft Magnetic Alloy, Cold Rolled;8.12;207;NonferrousMetal
Elgiloy Co-Cr-Ni Alloy, Strip;8.30;190;NonferrousMetal
Elgiloy Co-Cr-Ni Alloy, Wire, 10% Cold Reduction;8.30;186;NonferrousMetal
Elgiloy Co-Cr-Ni Alloy, Wire, 20% Cold Reduction;8.30;184;NonferrousMetal
Elgiloy Co-Cr-Ni Alloy, Wire, 20% Cold Reduction, Heat Treated;8.30;189;NonferrousMetal
Elgiloy Co-Cr-Ni Alloy, Wire, 30% Cold Reduction;8.30;177;NonferrousMetal
Elgiloy Co-Cr-Ni Alloy, Wire, 30% Cold Reduction, Heat Treated;8.30;194;NonferrousMetal
Elgiloy Co-Cr-Ni Alloy, Wire, 40% Cold Reduction;8.30;172;NonferrousMetal
Elgiloy Co-Cr-Ni Alloy, Wire, 47% Cold Reduction (Coil Spring Range);8.30;169;NonferrousMetal
Elgiloy Co-Cr-Ni Alloy, Wire, 65% Cold Reduction;8.30;152;NonferrousMetal
Goodfellow Cobalt/Boron/Silicon/Iron/Molybdenum/Nickel Alloy;7.80;63.0;NonferrousMetal
Goodfellow Cobalt/Silicon/Boron/Iron/Nickel Alloy;7.59;61.0;NonferrousMetal
Goodfellow Cobalt/Silicon/Boron/Manganese Alloy;7.60;150;NonferrousMetal
Goodfellow Havar High-Strength Non-Magnetic Cobalt-Base Alloy;8.30;200;NonferrousMetal
Haynes 188 alloy, cold rolled and 1175°C solution annealed sheet;8.98;232;NonferrousMetal
Haynes 25 alloy, cold rolled and 1205°C (2200°F) solution annealed sheet;9.13;225;NonferrousMetal
Special Metals INCONEL alloy 740 Precipitation-Hardenable Ni-Cr-Co Superalloy;8.05;221;NonferrousMetal
Special Metals INCONEL alloy 783 Ni-Co-Fe Alloy;7.81;177;NonferrousMetal
Special Metals NIMONIC alloy 91 Ni-Cr-Co Alloy;8.08;222;NonferrousMetal
Phynox Cobalt-Chromium-Nickel Alloy;8.30;203;NonferrousMetal
Kennametal Stellite Stellite 21;8.31;248;NonferrousMetal
Kennametal Stellite Stellite 25 Cobalt Chromium Cast Alloy;8.31;207;NonferrousMetal
Kennametal Stellite Stellite 4 Cobalt Chromium Alloy;8.80;235;NonferrousMetal
Sandvik Bioline F1537 Cobalt Alloy Bar;8.25;240;NonferrousMetal
Kennametal Stellite Stellite STAR with P/M Processing;8.67;258;NonferrousMetal
Kennametal Stellite Stellite 250;8.05;217;NonferrousMetal
Kennametal Stellite Stellite 6B solution heat-treated at 1232°C, air cooled, 1.0 mm thick sheet;8.39;212.0;NonferrousMetal
Kennametal Stellite Stellite 12;8.52;226;NonferrousMetal
Kennametal Stellite Stellite 19;8.36;234;NonferrousMetal
Kennametal Stellite Stellite 33;8.77;243;NonferrousMetal
Latrobe MP35N Alloy;8.55;234.0;NonferrousMetal
3D Systems LaserForm CoCr (B), AS-BUILT Cobalt-Chrome Alloy;8.30;19.5;NonferrousMetal
3D Systems LaserForm CoCr (B), AFTER SOLUTION ANNEAL Cobalt-Chrome Material;8.30;23.0;NonferrousMetal
3D Systems LaserForm CoCrF75 (A), AFTER ANNEAL Cobalt-Chrome Material;8.35;22.5;NonferrousMetal
Alfa Chemistry Materials Cobalt Nanoparticle Dispersion;8.90;209;NonferrousMetal
Morgan Advanced Ceramics Mac-Copper ABA™L-WM Braze Alloy;8.11;96.0;NonferrousMetal
Oxygen-free high conductivity Copper, Hard, UNS C10200;8.90;124.5;NonferrousMetal
Electrolytic Tough Pitch (ETP) Copper, UNS C11000, H00 Temper flat products;8.89;122.5;NonferrousMetal
Oxygen-free electronic Copper, UNS C10100;8.91;115;NonferrousMetal
Oxygen-free Electronic Copper (OFE), UNS C10100, H00 Temper, flat products;8.94;115;NonferrousMetal
Zirconium Copper (Amzirc Brand Copper), UNS C15000, 5 mm rod;8.89;129;NonferrousMetal
Oxygen-free high conductivity Copper, Soft, UNS C10200;8.90;117;NonferrousMetal
ZHC Copper, UNS C15100, H01 Temper;8.94;121;NonferrousMetal
Copper, UNS C15735;8.80;123;NonferrousMetal
Chromium Copper, UNS C18200, TB00 Temper flat products;8.89;130;NonferrousMetal
Electrolytic Tough Pitch (ETP) Copper, UNS C11000, OSO25 Temper flat products, tube;8.89;115;NonferrousMetal
Copper, UNS C18100, Cold Worked (40% reduction) Strip;8.88;125;NonferrousMetal
Copper, UNS C19210, H01 Temper sheet;8.94;125;NonferrousMetal
High Strength Modified Copper, UNS C19400, O50 Temper flat products;8.78;121;NonferrousMetal
Copper, UNS C19700, H02 Temper;8.83;121;NonferrousMetal
High Conductivity Bronze, UNS C40500, OSO35 Temper flat products;8.83;117.5;NonferrousMetal
Copper, UNS C41100;8.80;120.0;NonferrousMetal
Copper, UNS C41500;8.80;117.5;NonferrousMetal
Copper, UNS C41900, O61 Temper strip;8.80;125;NonferrousMetal
Copper, UNS C42500;8.78;117.5;NonferrousMetal
Aluminum Bronze, 5%, UNS C60600, O61 Temper;8.17;121;NonferrousMetal
Aluminum Bronze, UNS C61300, Annealed;7.89;126.0;NonferrousMetal
Aluminum Bronze, UNS C61300, Cold Finished;7.89;120.5;NonferrousMetal
Copper, UNS C62300 (Aluminum Bronze 9%), Annealed Rod;7.65;117.5;NonferrousMetal
Nickel Aluminum Bronze, UNS C63000, Annealed Rod;7.58;125;NonferrousMetal
Copper, UNS C70250, TM00 Temper strip;8.80;131;NonferrousMetal
Copper nickel 10%, UNS C70600;8.94;140;NonferrousMetal
Cupronickel 75-25, UNS C71300 Copper Coinage Alloy;8.94;152;NonferrousMetal
Copper nickel 30%, UNS C71500;8.94;150;NonferrousMetal
Copper Nickel, UNS C71640 Copper Alloy;8.86;152;NonferrousMetal
Tin-Bearing Copper Nickel, UNS C72500;8.89;137;NonferrousMetal
Copper Nickel Tin, UNS C72800;8.97;128;NonferrousMetal
Nickel silver 65-10, UNS C74500;8.69;120;NonferrousMetal
Nickel silver 65-18, UNS C75200;8.73;125;NonferrousMetal
Nickel silver 65-18, UNS C75200, OSO35 Temper flat products;8.73;122.5;NonferrousMetal
Nickel silver 65-15, UNS C75400;8.70;125;NonferrousMetal
Nickel silver 65-12, UNS C75700;8.69;125;NonferrousMetal
Nickel Silver, CDA 764;8.69;124;NonferrousMetal
Copper-Nickel, Chromium Bearing, UNS C72200;8.94;135;NonferrousMetal
Beryllium-Copper Casting Alloy 275C, UNS C82800, As-Cast;8.09;133;NonferrousMetal
Tombasil, UNS C87500, Copper Casting Alloy;8.28;122.0;NonferrousMetal
Manganese-Aluminum Bronze, UNS C95700, Copper Casting Alloy;7.53;125;NonferrousMetal
UNS C96200, Copper Casting Alloy;8.94;124;NonferrousMetal
UNS C96400, Copper Casting Alloy;8.94;145;NonferrousMetal
Beryllium Cupro-Nickel, UNS C96600, Copper Casting Alloy;8.80;150;NonferrousMetal
Leaded Nickel Bronze, UNS C97600, Copper Casting Alloy;8.90;130;NonferrousMetal
Leaded Nickel Bronze, UNS C97800, Copper Casting Alloy;8.86;130;NonferrousMetal
Nondezincification Alloy, UNS C99400, Copper Casting Alloy;8.30;133;NonferrousMetal
Beryllium Copper Nickel 72C Casting Alloy, As-cast and Aged;8.60;150;NonferrousMetal
Titanium Copper (TiCuR1), 1/4 Hard Temper;8.70;127;NonferrousMetal
Ampco Metal AMPCO 8 Aluminum Bronze, Extruded and Drawn Rods, ≤ 12.7 mm.;7.95;124;NonferrousMetal
Ampco Metal AMPCO M4 Nickel-Aluminum Bronze, Extrusion, ≤ 25.4 mm.;7.45;124;NonferrousMetal
Ampco Metal AMPCOLOY 940 Nickel-Copper, Extrusion, ≤ 25 mm.;8.71;131;NonferrousMetal
Ampco Metal AMPCOLOY 944 MoldMATE Nickel-Copper;8.69;151;NonferrousMetal
Ampco Metal AMPCOLOY 972 Chromium-Copper Alloy, Extruded and Drawn Rods, 10 - 25 mm.;8.90;120;NonferrousMetal
Ampco Metal CuAl10Ni5Fe4 Aluminum Bronze, Extruded Rod;7.60;121;NonferrousMetal
Materion Brush 1915™ Annealed Temper Rod;8.88;124;NonferrousMetal
Materion BrushForm 96 Copper-Nickel-Tin Mill Hardened Strip (UNS C72700), TM00;8.91;124;NonferrousMetal
Materion BrushForm 158 Copper-Nickel-Tin Mill Hardened Strip (UNS C72900), TM00;9.00;144;NonferrousMetal
Materion BrushForm 158 Copper-Nickel-Tin Cold Rolled Strip (UNS C72900), EHT (TS08);9.00;128;NonferrousMetal
Materion ToughMet T3 CX90;8.94;128;NonferrousMetal
Materion MoldMAX V Copper Alloy Plate;8.69;130;NonferrousMetal
Materion BrushCAST 165C High Strength Casting Alloy (As Cast);8.41;131;NonferrousMetal
Materion BrushCAST 20C High Strength Casting Alloy (As Cast);8.30;131;NonferrousMetal
Materion BrushCAST 275C High Strength Casting Alloy (As Cast);8.14;131;NonferrousMetal
Cadi C17500 Copper Alloy;8.75;131;NonferrousMetal
Forging Brass, UNS C37700;8.44;105;NonferrousMetal
Architectural Bronze, UNS C38000;8.40;97.0;NonferrousMetal
CLAL-MSX ARCAP Anticorrosion AP1 0 Annealed, Rolled Copper Alloy;8.80;166.5;NonferrousMetal
Architectural Bronze, UNS C38500;8.47;97.0;NonferrousMetal
CLAL-MSX ARCAP Anticorrosion AP4 0 Annealed, Rolled Copper Alloy;8.91;145;NonferrousMetal
Copper, UNS C40800;8.86;110;NonferrousMetal
CLAL-MSX CUPROROR TL1 1/4 hard, Copper Alloy;8.90;140;NonferrousMetal
CLAL-MSX NICLAL 1300 0 Annealed Copper Alloy, Free Cutting Nickel-Silver;8.65;130;NonferrousMetal
Copper, UNS C43000;8.75;114.5;NonferrousMetal
Eagle Brass 19010 XP-150 Copper Nickel Silicon, 3/4 Hard;8.91;128;NonferrousMetal
Eagle Brass 194 HSM Copper, Annealed;8.91;121;NonferrousMetal
Copper, UNS C43400;8.75;110;NonferrousMetal
Eagle Brass 7026 Copper Nickel, Annealed;8.86;131;NonferrousMetal
Copper, UNS C43500;8.66;110;NonferrousMetal
Arsenical Admiralty Copper, UNS C44300, OSO25 Temper tubing;8.53;110;NonferrousMetal
Eagle Brass 725 Copper Nickel Tin, Annealed;8.89;138;NonferrousMetal
Eagle Brass 735 Nickel Silver 18%, Annealed;8.83;124;NonferrousMetal
Eagle Brass 752 Nickel Silver 18%, Annealed;8.75;124;NonferrousMetal
Eagle Brass 762 Nickel Silver 12%, Annealed;8.58;124;NonferrousMetal
Uninhibited Naval brass, UNS C46400, O61 Temper tubing;8.41;100;NonferrousMetal
ECOMold 95 Copper Mold Material;8.69;145;NonferrousMetal
Goodfellow Manganin Copper Resistance Alloy;8.40;141.5;NonferrousMetal
Goodfellow Awa, Nickeloid, Simlet, Spedex Nickel Silver;8.72;127.5;NonferrousMetal
Goodfellow Phosphor Bronze;8.90;105.0;NonferrousMetal
IBC Advanced Alloys Thermal Mould™ Super Mold and Die Copper Alloy, Beryllium-Free;8.69;128;NonferrousMetal
Ametek AM 388™ Alloy (UNS C72650) TM00;8.87;124;NonferrousMetal
Alfa Chemistry Materials Copper Nanotubes;8.96;119.0;NonferrousMetal
Medium leaded naval brass, UNS C48200;8.44;100;NonferrousMetal
Phosphor bronze 1.25% Sn, UNS C50500, OSO35 Temper, 0.035 mm Grain Size;8.89;117;NonferrousMetal
Copper, UNS C50710, H02 Temper strip;8.88;113;NonferrousMetal
Phosphor bronze 8% Sn, UNS C52100;8.80;110;NonferrousMetal
Phosphor bronze 10% Sn, UNS C52400, OSO35 Temper flat products;8.78;110;NonferrousMetal
Free-cutting phosphor bronze, UNS C54400;8.89;103;NonferrousMetal
8% Aluminum Bronze, UNS C61000;7.78;117;NonferrousMetal
Aluminum Bronze, UNS C61300, O60 Temper;7.89;115;NonferrousMetal
Copper, UNS C61500;7.65;112;NonferrousMetal
Copper, UNS C62300 (Aluminum Bronze 9%);7.65;115;NonferrousMetal
Copper, UNS C62300 (Aluminum Bronze 9%), Cold Finished Rod;7.65;113.0;NonferrousMetal
Copper, UNS C62400 (Aluminum Bronze 11%);7.45;115;NonferrousMetal
Copper, UNS C62500;7.21;110;NonferrousMetal
Nickel Aluminum Bronze, UNS C63000, HR50 Temper;7.58;115;NonferrousMetal
Nickel Aluminum Bronze, UNS C63000, Cold Finished Rod;7.58;117;NonferrousMetal
Nickel Aluminum Bronze, UNS C63200;7.64;115;NonferrousMetal
Copper, UNS C63600;8.33;110;NonferrousMetal
Coronze Copper, UNS C63800, O61 Temper sheet/strip;8.28;117;NonferrousMetal
Low-silicon bronze B, UNS C65100, OSO35 Temper rod;8.75;115;NonferrousMetal
Copper, UNS C65400, H01 Temper strip;8.55;117;NonferrousMetal
Herculoy, High-Silicon Bronze A, UNS C65500, OSO70 Temper flat products;8.53;105;NonferrousMetal
Copper, UNS C66400, O60 Temper;8.74;112;NonferrousMetal
Manganese Bronze A, UNS C67500;8.63;103;NonferrousMetal
Alcoloy Copper, UNS C68800;8.20;116;NonferrousMetal
Copper, UNS C69000;8.19;115;NonferrousMetal
Silicon Red Brass, UNS C69400;8.19;110;NonferrousMetal
Leaded nickel silver 65-8-2, UNS C78200;8.69;117;NonferrousMetal
UNS C81300, Copper Casting Alloy;8.81;110;NonferrousMetal
UNS C81500, Copper Casting Alloy;8.82;115;NonferrousMetal
Contact Metal, UNS C83300, Copper Casting Alloy;8.80;105;NonferrousMetal
Leaded Red Brass, UNS C83600, Copper Casting Alloy (Bronze SAE 40);8.83;82.0;NonferrousMetal
Hydraulic Bronze, UNS C83800, Copper Casting Alloy;8.60;92.0;NonferrousMetal
Leaded Semi-Red Brass (Valve Metal), UNS C84400, Copper Casting Alloy;8.70;90.0;NonferrousMetal
Leaded Semi-Red Brass, UNS C84800, Copper Casting Alloy;8.58;105;NonferrousMetal
Leaded Yellow Brass, UNS C85200, Copper Casting Alloy;8.50;76.0;NonferrousMetal
Leaded Yellow Brass, UNS C85700, Copper Casting Alloy, Sand and Centrifugal Castings;8.41;97.0;NonferrousMetal
Leaded Yellow Brass, UNS C85800, Copper Casting Alloy, Die Castings;8.41;105;NonferrousMetal
Manganese Bronze, UNS C86200, Copper Casting Alloy;7.90;105;NonferrousMetal
Manganese Bronze, UNS C86300, Copper Casting Alloy;7.70;105;NonferrousMetal
Leaded High-Strength Yellow Brass, UNS C86400, Copper Casting Alloy;8.32;96.0;NonferrousMetal
High-Strength Yellow Brass, UNS C86500, Copper Casting Alloy;8.30;105.5;NonferrousMetal
Leaded High-Strength Yellow Brass, UNS C86700, Copper Casting Alloy;8.32;105;NonferrousMetal
Nickel-Manganese Bronze, UNS C86800, Copper Casting Alloy;8.00;105;NonferrousMetal
Everdur, UNS C87300, Copper Casting Alloy;8.36;105;NonferrousMetal
Low-Zinc Silicon Brass, UNS C87600, Copper Casting Alloy;8.30;115;NonferrousMetal
UNS C87610, Copper Casting Alloy;8.40;105;NonferrousMetal
Silicon Yellow Brass, UNS C87900, Copper Casting Alloy;8.50;105;NonferrousMetal
Tin Bronze UNS C90300, Copper Casting Alloy;8.75;97.0;NonferrousMetal
Tin Bronze, UNS C90500, Copper Casting Alloy;8.72;105;NonferrousMetal
Tin Bronze, UNS C90700, Sand castings;8.77;105;NonferrousMetal
Nickel Gear Bronze, UNS C91700, Sand Cast;8.75;105;NonferrousMetal
Leaded Tin Bronze, UNS C92300, Copper Casting Alloy;8.80;97.0;NonferrousMetal
Leaded Tin Bronze, UNS C92600, Copper Casting Alloy;8.70;105;NonferrousMetal
Leaded Nickel-Tin Bronze, UNS C92900, Copper Casting Alloy;8.79;97.0;NonferrousMetal
High-Leaded Tin Bronze, UNS C93200, Copper Casting Alloy, Bearing Bronze SAE 660;8.93;100;NonferrousMetal
High-Leaded Tin Bronze, UNS C93400, Copper Casting Alloy;8.87;76.0;NonferrousMetal
High-Leaded Tin Bronze, UNS C93500, Copper Casting Alloy;8.87;100;NonferrousMetal
High-Leaded Tin Bronze, UNS C93600, Centrifugal Cast M02;9.00;96.5;NonferrousMetal
High-Leaded Tin Bronze, UNS C93700, Copper Casting Alloy (SAE 64);8.95;82.0;NonferrousMetal
High-Leaded Tin Bronze, UNS C93800, Copper Casting Alloy, Sand-Cast;9.25;72.4;NonferrousMetal
High-Leaded Tin Bronze, UNS C93900, Copper Casting Alloy;9.25;76.0;NonferrousMetal
High-Leaded Tin Bronze, UNS C94300, Copper Casting Alloy;9.29;72.4;NonferrousMetal
Medium Bronze, UNS C94500, Copper Casting Alloy;9.40;72.0;NonferrousMetal
Aluminum Bronze, UNS C95200, Copper Casting Alloy;7.64;105;NonferrousMetal
Aluminum Bronze, UNS C95300, Casting Alloy, As Cast;7.53;110;NonferrousMetal
Aluminum Bronze, UNS C95400, Copper Casting Alloy, As Cast;7.45;110;NonferrousMetal
Aluminum Bronze, UNS C95500 Casting Alloy, TQ50 Temper;7.53;115;NonferrousMetal
Aluminum-Silicon Bronze, UNS C95600, Copper Casting Alloy;7.69;105;NonferrousMetal
Alpha Nickel-Aluminum Bronze, UNS C95800, Copper Casting Alloy;7.64;110;NonferrousMetal
Leaded Nickel Brass, UNS C97300, Copper Casting Alloy;8.95;110;NonferrousMetal
White Manganese Brass, UNS C99700, Copper Casting Alloy;8.19;114;NonferrousMetal
UNS C99750, Copper Casting Alloy;8.00;117;NonferrousMetal
Tin-Bearing Copper (SCuR3), 1/2 Hard Temper;8.94;118;NonferrousMetal
Copper Thermocouple Wire Type T - Standard;8.94;117;NonferrousMetal
Ampco Metal AMPCO 15 Aluminum Bronze, Extruded Rod, ≤ 12.7 mm.;7.64;117;NonferrousMetal
Ampco Metal AMPCO 18 Aluminum Bronze, Extruded and Drawn Rods, ≤ 12.7 mm.;7.45;117;NonferrousMetal
Ampco Metal AMPCO 21 Aluminum Bronze, Round, ≤ 50.8 mm.;7.20;110;NonferrousMetal
Ampco Metal AMPCO 22 Aluminum Bronze, Extruded Bar;7.06;103;NonferrousMetal
Ampco Metal AMPCO 25 Extruded Bar;6.93;110;NonferrousMetal
Ampco Metal AMPCO 45 Nickel-Aluminum Bronze, Extruded and Drawn Rods, ≤ 25.4 mm.;7.53;117;NonferrousMetal
Ampco Metal AMPCO 483 Aluminum-Nickel Bronze, Extruded Rod, 12.7 - 25.4 mm.;7.64;117;NonferrousMetal
Ampco Metal AMPCO 673 Manganese Bronze;8.32;110;NonferrousMetal
Ampco Metal AMPCO 674 Manganese Bronze;8.08;110;NonferrousMetal
Ampco Metal AMPCO 863 Manganese Bronze, Continuous Cast;7.83;110;NonferrousMetal
Ampco Metal AMPCOLOY 30 Leaded Bronze, Continuous Cast;9.10;74.0;NonferrousMetal
Ampco Metal AMPCOLOY 32 Tin leaded Bronze, Continuous Cast;9.00;77.0;NonferrousMetal
Ampco Metal AMPCOLOY 35 Tin Bronze, Continuous Cast;8.80;102;NonferrousMetal
Ampco Metal AMPCOLOY 712 Tin Bronze, Continuous Cast;8.60;118;NonferrousMetal
Materion ToughMet T2 CX 90;8.91;117;NonferrousMetal
CLAL-MSX NICLAL 3444 0 Annealed Copper Alloy, Free Cutting Bronze;8.90;105;NonferrousMetal
Eagle Brass 210 Gilding Metal, Annealed;8.86;117;NonferrousMetal
Eagle Brass 220 Commercial Bronze, Annealed;8.80;117;NonferrousMetal
Eagle Brass 230 Red Brass, Annealed;8.75;117;NonferrousMetal
Eagle Brass 425 Tin Brass 2%, Annealed;8.77;110;NonferrousMetal
Extra-high-leaded brass, UNS C35600, H01 sheet/strip;8.50;97.0;NonferrousMetal
Free-Cutting Brass, UNS C36000;8.49;97.0;NonferrousMetal
Indium, In;7.30;12.7;NonferrousMetal
Indium Corp. Indalloy 4 Pure Indium Solder;7.31;10.8;NonferrousMetal
Lead, Pb;11.4;14.0;NonferrousMetal
Battery Grid Alloy (Pb-Ca), UNS L50760;11.3;14.0;NonferrousMetal
36Pb-62Sn-2Ag Lead-Tin-Silver Solder, ASTM B 32 Grade Sn62;8.42;23.0;NonferrousMetal
60-40 Soft Solder (60 Sn-40Pb) - ASTM B 32 Grade Sn60;8.60;30.0;NonferrousMetal
Eutectic Solder (63Sn-37Pb) - ASTM B 32 Grade Sn63;8.40;32.0;NonferrousMetal
EOS Flexline NickelAlloy HX DMSL on EOS M 290;8.20;185.0;NonferrousMetal
Indium Corp. Indalloy 97 Pb-Sn-Bi Solder Alloy;8.99;24.5;NonferrousMetal
Indium Corp. Indalloy 106 (Sn63) Sn-Pb Solder Alloy;8.40;30.0;NonferrousMetal
Indium Corp. Indalloy 151 Pb-Sn-Ag Solder Alloy;11.0;13.8;NonferrousMetal
Indium Corp. Indalloy 159 Pb-Sn Solder Alloy;10.8;19.0;NonferrousMetal
Indium Corp. Indalloy 240 Bismuth-Lead-Tin Solder Alloy;8.97;36.4;NonferrousMetal
Indium Corp. Indalloy 130 Tin-Lead Solder Alloy;9.28;23.0;NonferrousMetal
Indium Corp. Indalloy 141 Tin-Lead Solder Alloy;9.72;21.0;NonferrousMetal
Indium Corp. Indalloy 149 Tin-Lead Solder Alloy;10.2;20.0;NonferrousMetal
